date_found,company,title,location,work_mode,date_posted,source,link,active_resume,ats_match_pct,benefits_score,qol_score,pressure_score,culture_score,overall_score,hire_chance_pct,ai_detection_pct,status,date_applied,xp,notes
2026-07-19,Swooped,IT Systems Administrator,United States,remote (a confirmar),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440052639/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Addison Group,M365 Engineer,United States,remote (a confirmar),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4439412926/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Microsoft,Threat Context Analyst,United States,remote (a confirmar),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441223991/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Outmarket AI,IT Engineer,United States,remote (a confirmar),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4437112608/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Microsoft,Cloud & AI Digital Solution Area Specialist Acquisition,United States,remote (a confirmar),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441974615/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Direct Travel,Microsoft 365 Administrator,United States,remote (a confirmar),2026-07-19,linkedin (email alert),https://www.linkedin.com/jobs/view/4442444920/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Swooped,IT Systems Administrator,United States,remote (a confirmar),2026-07-19,linkedin (email alert),https://www.linkedin.com/jobs/view/4442123136/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,OneDigital,Technology Integration Engineer - Remote,United States,remote (a confirmar),2026-07-19,linkedin (email alert),https://www.linkedin.com/jobs/view/4439267123/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; US-wide (provavel remoto); JD pendente
2026-07-19,Siemens Energy,AI Engineer,"Orlando, FL",a confirmar (cidade listada),2026-07-05,linkedin (email alert),https://www.linkedin.com/jobs/view/4385943793/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Orlando, FL; JD pendente"
2026-07-19,Stripe,AI Engineer,"Chicago, IL",a confirmar (cidade listada),2026-07-05,linkedin (email alert),https://www.linkedin.com/jobs/view/4436738664/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Chicago, IL; JD pendente"
2026-07-19,Cititec,Artificial Intelligence Engineer,"Houston, TX",a confirmar (cidade listada),2026-07-05,linkedin (email alert),https://www.linkedin.com/jobs/view/4433197277/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Houston, TX; JD pendente"
2026-07-19,Microsoft AI,Member of Technical Staff - Machine Learning,"New York, NY",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4377428666/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Microsoft AI,Member of Technical Staff - AI Product Engineer - Web,"Mountain View, CA",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4377437310/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Mountain View, CA; JD pendente"
2026-07-19,Microsoft,Member of Technical Staff - AI Product Engineer - Web,"Mountain View, CA",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4343452920/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Mountain View, CA; JD pendente"
2026-07-19,Delta Faucet Company,Endpoint Technology Engineer,"Indianapolis, IN",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4339084077/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Indianapolis, IN; JD pendente"
2026-07-19,Wayfinder Family Services,Systems Administrator Microsoft O365,Los Angeles Metropolitan Area,a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4363521424/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; cidade: Los Angeles Metropolitan Area; JD pendente
2026-07-19,Plante Moran,Microsoft Exchange and Teams Engineer,"Ann Arbor, MI",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4396365253/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Ann Arbor, MI; JD pendente"
2026-07-19,Plante Moran,Microsoft Exchange and Teams Engineer,"Cincinnati, OH",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4396377129/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Cincinnati, OH; JD pendente"
2026-07-19,Microsoft,Network Security Service Engineer,"Redmond, WA",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4437187107/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Redmond, WA; JD pendente"
2026-07-19,Gotham Technology Group,Jr Infrastructure Cloud Engineer,"New York, NY",a confirmar (cidade listada),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4433395306/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Green Key Resources,Artificial Intelligence Engineer,"New York, NY",a confirmar (cidade listada),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4425251841/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Booz Allen Hamilton,AI Cloud Operations Technologist,"McLean, VA",a confirmar (cidade listada),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4437462284/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: McLean, VA; JD pendente"
2026-07-19,Virtusa,Gen AI Engineer,"Tampa, FL",a confirmar (cidade listada),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4426466480/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Tampa, FL; JD pendente"
2026-07-19,quantilope,IT Engineer,"New York, United States",a confirmar (cidade listada),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4437497023/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, United States; JD pendente"
2026-07-19,AI Analyst,Manage alerts: https://www.linkedin.com/comm/jobs/alerts?lipi=urn%3Ali%3Apage%3Aemail_email_job_alert_digest_01%3B1MbXkA7aT36rWTVf92JsWQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=0MEXHv2ss8AYk1&trk=eml-email_job_alert_digest_01-primary_job_list-0-manage_alerts_text_ssid_14890429348_fmid_nfb80d~mrc9tchn~zh&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-manage_alerts_text_ssid_14890429348_fmid_nfb80d~mrc9tchn~zh-null-nfb80d~mrc9tchn~zh-null-null&eid=nfb80d-mrc9tchn-zh&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmU0YjE4ZGM4ZDg0OTlhYTk4ZDZjN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZmUxNmZjOGY5YzE1YWY4YzVjODM4MWQ3NTkwYjg4NTAyMzY4MGIwODBmZGQ3MjAxMSwxLDE%3D,Virtusa,a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4426882138/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; cidade: Virtusa; JD pendente
2026-07-19,BlackRock,AI-Enabled Infrastructure and Systems Engineer,"New York, NY",a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4438211476/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Headway,"IT Engineer, Endpoints","New York, United States",a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4429720169/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, United States; JD pendente"
2026-07-19,Norm Ai,IT Engineer,"New York, NY",a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4437859573/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,impact.com,Internal Systems Engineer (Applied AI),"New York, NY",a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4418548391/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Ignite IT,Jr. AI Prompt Engineer,Ashburn,a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4432226924/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; cidade: Ashburn; JD pendente
2026-07-19,Kong,AI Enablement Specialist,San Francisco,a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4437710776/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; cidade: San Francisco; JD pendente
2026-07-19,Cohere,"Member of Technical Staff, Post-Training",New York,a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4259504707/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; cidade: New York; JD pendente
2026-07-19,Leviton,AI Engineer (IT),"Melville, NY",a confirmar (cidade listada),2026-07-09,linkedin (email alert),https://www.linkedin.com/jobs/view/4429586372/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Melville, NY; JD pendente"
2026-07-19,NewYork-Presbyterian Hospital,Information Technology Specialist,"New York, NY",a confirmar (cidade listada),2026-07-09,linkedin (email alert),https://www.linkedin.com/jobs/view/4438573598/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Kobie,AI Engineer,"St. Petersburg, FL",a confirmar (cidade listada),2026-07-09,linkedin (email alert),https://www.linkedin.com/jobs/view/4428752418/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: St. Petersburg, FL; JD pendente"
2026-07-19,Litmus,IT Systems Engineer,"Santa Clara, CA",a confirmar (cidade listada),2026-07-09,linkedin (email alert),https://www.linkedin.com/jobs/view/4438286866/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Santa Clara, CA; JD pendente"
2026-07-19,The Social Cannabis,AI Systems Engineer,"Denver, CO",a confirmar (cidade listada),2026-07-09,linkedin (email alert),https://www.linkedin.com/jobs/view/4437096761/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Denver, CO; JD pendente"
2026-07-19,Covera Health,IT Systems Engineer,"New York, NY",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4420957739/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Parker Hannifin,Digital & IT Associate,"Clyde, NY",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4430175446/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Clyde, NY; JD pendente"
2026-07-19,Saicon,Junior System Engineer,"New York, NY",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4438256292/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Rain,IT Systems and Automation Engineer,"New York, NY",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4438569086/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Fluidstack,IT Engineer,"Austin, TX",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4429620611/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Austin, TX; JD pendente"
2026-07-19,City of Plantation,IT SYSTEMS ANALYST I,"Fort Lauderdale, FL",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4435942834/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Fort Lauderdale, FL; JD pendente"
2026-07-19,Bank Midwest,Enterprise Technology - Applied AI Engineer,"Missouri, United States",a confirmar (cidade listada),2026-07-10,linkedin (email alert),https://www.linkedin.com/jobs/view/4437927393/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Missouri, United States; JD pendente"
2026-07-19,SPS,Information Technology (IT) Specialist,"New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4413802048/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Google,"System Development Engineer, Fleet Infrastructure Engineering","New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4438355907/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Harvey,IT Operations Analyst,"New York, United States",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4429606137/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, United States; JD pendente"
2026-07-19,Distyl,AI Engineer,"New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4427879619/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Metropolitan Transportation Authority,Computer Specialist (Software) Levels 1 - 4 (TWU),"New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4437905965/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Harvey,IT Operations Analyst,"San Francisco, CA",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4438348539/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: San Francisco, CA; JD pendente"
2026-07-19,Federal Reserve Board,M365 Administrator I - Information Technology,"Washington, DC",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4401478294/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Washington, DC; JD pendente"
2026-07-19,The State University of New York,Systems Administrator (Microsoft 365 & Azure),"Albany, NY",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4398729462/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Albany, NY; JD pendente"
2026-07-19,Viasat,Cloud Engineer - M365,"Tempe, AZ",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4408716617/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Tempe, AZ; JD pendente"
2026-07-19,Viasat,Cloud Engineer - M365,"Carlsbad, CA",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4408705911/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Carlsbad, CA; JD pendente"
2026-07-19,Philips,AI Solutions Engineer,"Nashville, TN",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4438367870/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Nashville, TN; JD pendente"
2026-07-19,Indiana University Foundation,IT Engineer,"Bloomington, IN",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4436633054/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Bloomington, IN; JD pendente"
2026-07-19,Ford Motor Company,Solutions Engineer - Software Factory,"Dearborn, MI",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4430972805/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Dearborn, MI; JD pendente"
2026-07-19,Bank Midwest,Enterprise Technology - Applied AI Engineer,"Missouri, United States",a confirmar (cidade listada),2026-07-12,linkedin (email alert),https://www.linkedin.com/jobs/view/4438367836/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Missouri, United States; JD pendente"
2026-07-19,Ford Motor Company,Systems Engineer,"Dearborn, MI",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4419547618/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Dearborn, MI; JD pendente"
2026-07-19,SpaceX,"IT Infrastructure Engineer, Virtualization & Hardware","Hawthorne, CA",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4389927486/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Hawthorne, CA; JD pendente"
2026-07-19,WHOOP,Systems Engineer,"Boston, MA",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4378546210/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Boston, MA; JD pendente"
2026-07-19,Metropolitan Transportation Authority,Computer Specialist (Software) Levels 1-4 (TWU),"New York, NY",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4419348417/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Ralliant,"IT Senior System Engineer, MS 365","Beaverton, OR",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4403473925/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Beaverton, OR; JD pendente"
2026-07-19,UL Solutions,M365 Platform Manager,"Chicago, IL",a confirmar (cidade listada),2026-07-13,linkedin (email alert),https://www.linkedin.com/jobs/view/4378989480/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Chicago, IL; JD pendente"
2026-07-19,SpaceXAI,IT Services Technician,"Seattle, WA",a confirmar (cidade listada),2026-07-14,linkedin (email alert),https://www.linkedin.com/jobs/view/4381654497/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Seattle, WA; JD pendente"
2026-07-19,SpaceXAI,IT Services Technician,"New York, NY",a confirmar (cidade listada),2026-07-14,linkedin (email alert),https://www.linkedin.com/jobs/view/4382116976/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Fanatics,AI Engineer,"New York, NY",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440329518/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Metropolitan Transportation Authority,Computer Specialist (Software) Levels 1 - 4 (TWU),"New York, NY",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4391233158/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Newmark,IT Operations Engineer I,"New York, NY",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4439472076/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Deloitte,Microsoft 365 Security Consultant,"Chicago, IL",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440507316/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Chicago, IL; JD pendente"
2026-07-19,Deloitte,Microsoft 365 Security Consultant,"Dallas, TX",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440510139/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Dallas, TX; JD pendente"
2026-07-19,Komatsu,Infrastructure Analyst,"Milwaukee, WI",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440322272/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Milwaukee, WI; JD pendente"
2026-07-19,Deloitte,Microsoft 365 Security Consultant,"Fort Worth, TX",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440501479/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Fort Worth, TX; JD pendente"
2026-07-19,Deloitte,Microsoft 365 Security Consultant,"San Francisco, CA",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440512101/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: San Francisco, CA; JD pendente"
2026-07-19,Deloitte,Microsoft 365 Security Consultant,"Seattle, WA",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440500518/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Seattle, WA; JD pendente"
2026-07-19,National Hockey League (NHL),AI Engineer,"New York, NY",a confirmar (cidade listada),2026-07-16,linkedin (email alert),https://www.linkedin.com/jobs/view/4432875963/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,JetBlue,Engineer Content Delivery Network,"New York, NY",a confirmar (cidade listada),2026-07-16,linkedin (email alert),https://www.linkedin.com/jobs/view/4412183816/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Fluidstack,"IT Engineer, Data Center","New York, United States",a confirmar (cidade listada),2026-07-16,linkedin (email alert),https://www.linkedin.com/jobs/view/4440248753/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, United States; JD pendente"
2026-07-19,Prada Group,IT Infrastructure & Network Specialist,"New York, NY",a confirmar (cidade listada),2026-07-16,linkedin (email alert),https://www.linkedin.com/jobs/view/4441475326/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Deloitte,Infrastructure Engineer - Cloud,"Rochester, NY",a confirmar (cidade listada),2026-07-16,linkedin (email alert),https://www.linkedin.com/jobs/view/4441297563/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Rochester, NY; JD pendente"
2026-07-19,Oscar Health,IT Engineer I,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4438774138/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Headway,"IT Engineer, Endpoints","New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441642181/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Insight Global,Artificial Intelligence Engineer,"Manhattan, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440763459/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Manhattan, NY; JD pendente"
2026-07-19,Leidos,Azure Cloud Integration Engineer,"Rockville, MD",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441647094/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Rockville, MD; JD pendente"
2026-07-19,Trustar Bank,Cloud Engineer (Azure),"Centreville, VA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4439213620/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Centreville, VA; JD pendente"
2026-07-19,Getinge,"Azure Infrastructure & Hardware Engineering Specialist (Streetsboro, OH)","Streetsboro, OH",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4420131911/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Streetsboro, OH; JD pendente"
2026-07-19,Virtus Investment Partners,Senior Infrastructure Engineer,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4413489950/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,WME | William Morris Endeavor,Senior Platform Engineer,"Beverly Hills, CA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4414777475/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Beverly Hills, CA; JD pendente"
2026-07-19,TriluxTech,Sr. System engineer,"California, United States",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4438754022/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: California, United States; JD pendente"
2026-07-19,Booz Allen Hamilton,IT Systems Engineer,"Arlington, VA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4413289085/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Arlington, VA; JD pendente"
2026-07-19,Whatnot,IT Systems & Ops Engineer,"Los Angeles, CA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4364407741/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Los Angeles, CA; JD pendente"
2026-07-19,First Watch Restaurants,Junior Cloud Engineer,"Bradenton, FL",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4439748882/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Bradenton, FL; JD pendente"
2026-07-19,Tata Consultancy Services,AI Automation Engineer,"New York, NY",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4439928515/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Public School and Education Employee Retirement System of Missouri,AI Innovation Engineer,"Jefferson City, MO",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4438003430/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Jefferson City, MO; JD pendente"
2026-07-19,Microsoft,Critical Environment Operations Specialist,"Boydton, VA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4441237266/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Boydton, VA; JD pendente"
2026-07-19,Microsoft,Critical Environment Industrial Controls Systems Engineer,"Dulles, VA",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440960981/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Dulles, VA; JD pendente"
